car name,engine_capacity,cylinder,horse_power,top_speed,brand,country,num_seats,Price_USD
Peugeot Traveller 2021 L3 VIP,2.0,4,180,221,peugeot,ksa,5,37955.25
Suzuki Jimny 2021 1.5L Automatic,1.5,4,102,145,suzuki,ksa,4,26671.95
Ford Bronco 2021 2.3T Big Bend,2.3,4,420,221,ford,ksa,5,53460.0
Honda HR-V 2021 1.8 i-VTEC EX,1.8,4,140,190,honda,ksa,5,25740.45
Peugeot Expert 2021 Van L3 A/T,2.0,4,120,170,peugeot,ksa,5,22368.15
Peugeot Expert 2021 Van L3 M/T,2.0,4,120,170,peugeot,ksa,5,20667.15
Renault Koleos 2021 2.5L LE (4WD),2.5,4,170,199,renault,ksa,5,31563.000000000004
Ford Bronco 2021 2.7T Outer Banks,2.7,6,542,221,ford,ksa,5,64260.00000000001
Suzuki Jimny 2021 1.5L M/T,1.5,4,102,145,suzuki,ksa,4,24808.95
Honda HR-V 2021 1.8 i-VTEC DX,1.8,4,140,190,honda,ksa,5,19530.45
GAC GS8 2021 2.0T GL (2WD),2.0,4,198,200,gac,ksa,7,30109.050000000003
Aston Martin DB11 AMR 2021 5.2T V12,5.2,12,700,221,aston-martin,ksa,5,295825.5
GAC GS4 2021 1.5T GE,1.5,4,152,180,gac,ksa,5,19840.95
Aston Martin DB11 2021 4.0T V8 Volante,4.0,8,503,322,aston-martin,ksa,4,281738.79000000004
Toyota Highlander 2021 2.5L Hybrid Limited (FWD),2.5,4,292,221,toyota,ksa,7,48414.780000000006
Aston Martin DBS Superleggera 2021 5.2T V12,5.2,12,900,221,aston-martin,ksa,5,374344.74000000005
GAC GS4 2021 1.5T GS,1.5,4,152,180,gac,ksa,5,17388.0
Toyota Highlander 2021 2.5L Hybrid Limited (AWD),2.5,4,292,221,toyota,ksa,7,50549.4
Aston Martin DB11 2021 4.0T V8 Coupe,4.0,8,503,300,aston-martin,ksa,4,260111.25000000003
Hyundai Palisade 2021 3.8L GDi (AWD) Premium - Nappa,3.8,6,355,221,hyundai,ksa,5,54054.0
Toyota Corolla 2021 1.6L XLI Executive,1.6,4,121,190,toyota,ksa,5,21087.27
Toyota Corolla 2021 1.6L GLI,1.6,4,121,190,toyota,ksa,5,20662.29
Toyota Corolla 2021 1.6L XLI,1.6,4,121,190,toyota,ksa,5,20134.440000000002
Toyota Corolla 2021 1.6L XLI Executive Moonroof,1.6,4,121,190,toyota,ksa,5,22040.370000000003
Hyundai Palisade 2021 3.5L GDi (FWD),3.5,6,335,221,hyundai,ksa,5,38416.950000000004
Toyota Corolla 2021 1.6L GLI Moonroof,1.6,4,121,190,toyota,ksa,5,23638.77
Toyota Corolla 2021 2.0L GLI Moonroof,2.0,4,168,200,toyota,ksa,5,26835.84
MG HS 2021 2.0T Comfort,2.0,4,231,210,mg,ksa,5,23179.5
MG HS 2021 2.0T Luxury (AWD),2.0,4,231,210,mg,ksa,5,27526.5
Toyota Corolla 2021 1.8L XLI Executive Hybrid,1.8,4,121,190,toyota,ksa,5,24284.34
Toyota Corolla 2021 1.8L GLI Moonroof Hybrid,1.8,4,121,190,toyota,ksa,5,26712.72
Toyota Supra 2021 3.0T GR,3.0,6,382,250,toyota,ksa,2,64552.950000000004
Chevrolet Corvette 2021 6.2L 2LT Convertible,6.2,8,495,312,chevrolet,ksa,2,106461.0
Chevrolet Corvette 2021 6.2L 3LT Coupe,6.2,8,495,312,chevrolet,ksa,2,103329.0
Land Rover Range Rover Evoque 2021 2.0T R-Dynamic HSE (200 PS),2.0,4,200,216,land-rover,ksa,5,74364.75
Ford Transit 2021 3.7L 150XL (Medium Roof),3.7,6,275,158,ford,ksa,2,42174.0
Kia Sportage 2021 2.0L MPI LX (FWD),2.0,4,155,181,kia,ksa,5,22304.7
Land Rover Range Rover Evoque 2021 2.0T R-Dynamic HSE (250 PS),2.0,4,250,230,land-rover,ksa,5,79674.3
Land Rover Range Rover Evoque 2021 2.0T S (200 PS) AWD,2.0,4,200,216,land-rover,ksa,5,59709.15
Ford Figo Sedan 2021 1.5L Ambient,1.5,4,112,172,ford,ksa,5,13108.230000000001
Kia Soul 2021 2.0L MPI A/T,2.0,4,152,221,kia,ksa,5,22328.460000000003
Kia Soul 2021 1.6L MPI A/T,1.6,4,124,221,kia,ksa,5,21392.91
Volvo XC60 2021 2.0T T5 FWD Momentum,2.0,4,254,220,volvo,ksa,5,52582.5
Volvo S60 2021 2.0T T5 Inscription (AWD),1.7,4,250,240,volvo,ksa,5,51300.0
Volvo XC60 2021 2.0T T5 AWD R Design,2.0,4,254,220,volvo,ksa,5,60852.600000000006
Nissan Kicks 2021 1.6 S,1.6,4,118,180,nissan,ksa,5,16200.000000000002
Ford Escort 2021 1.5L Ambient,1.5,3,120,184,ford,ksa,5,21681.0
Volvo XC60 2021 2.0T T6 AWD Inscription,2.0,4,320,230,volvo,ksa,5,65091.600000000006
Kia Niro 2021 1.6L HEV,1.6,4,139,172,kia,ksa,5,32853.33
Toyota Rush 2021 1.5L GX,1.5,4,103,175,toyota,ksa,7,20741.4
Hyundai Santa Fe 2021 3.5L Mid (AWD),3.5,6,363,221,hyundai,ksa,5,35610.3
Changan CS95 2021 2.0T Classic (7-Seater) FWD,2.0,4,233,185,changan,ksa,7,28534.95
Great Wall Wingle 7 2021 2.0T Double Cabin (4x4),2.0,4,315,221,great-wall,ksa,5,19553.13
Hyundai Santa Fe 2021 3.5L High (AWD),3.5,6,363,221,hyundai,ksa,5,38580.3
Changan CS95 2021 2.0T Royal (7-Seater) AWD,2.0,4,233,190,changan,ksa,7,34123.950000000004
Great Wall Wingle 5 2021 2.2L Single Cabin Standard,2.2,4,105,140,great-wall,ksa,2,13343.130000000001
Hyundai Santa Fe 2021 2.4L GL Panorama (FWD),2.4,4,226,221,hyundai,ksa,5,28350.000000000004
Hyundai Santa Fe 2021 3.5L Base (AWD),3.5,6,363,221,hyundai,ksa,5,32937.3
Great Wall Wingle 7 2021 2.0T Single Cabin (RWD),2.0,4,315,221,great-wall,ksa,5,17379.63
Hyundai Santa Fe 2021 3.5L Limited (AWD),3.5,6,363,221,hyundai,ksa,5,43807.5
Kia K900 2021 5.0L GDI V8,5.0,8,505,221,kia,ksa,5,83295.27
Kia Cerato 2021 1.6L LX,1.6,4,128,190,kia,ksa,5,17077.5
Kia K900 2021 3.8L GDI V6,3.8,6,400,221,kia,ksa,5,57941.73
Mercedes-Benz G-Class 2021 G63,4.0,8,585,220,mercedes-benz,ksa,5,186838.38
BMW X5 2021 40i xDrive,3.0,6,340,243,bmw,ksa,5,115384.50000000001
Mercedes-Benz G-Class 2021 G500,4.0,8,422,250,mercedes-benz,ksa,5,135751.95
Rolls Royce Cullinan 2021 6.75L Twin-Turbo (563 HP),6.7,12,850,221,rolls-royce,ksa,5,384345.0
Audi A7 Sportback 2021 55 TFSI quattro (340 HP),3.0,6,340,250,audi,ksa,5,112563.00000000001
BMW 8 Series Coupe 2021 M850i xDrive,4.4,8,523,250,bmw,ksa,4,161865.0
BMW X5 2021 50i xDrive,4.4,6,462,243,bmw,ksa,5,140896.80000000002
Audi Q8 2021 55 TFSI quattro (340 HP),3.0,6,340,250,audi,ksa,5,95040.0
Infiniti QX50 2021 2.0T Autograph (AWD),2.0,4,268,230,infiniti,ksa,5,69374.61
Mercedes-Benz AMG GT 4-Door Coupe 2021 63 S 4MATIC+,4.0,8,639,310,mercedes-benz,ksa,4,237600.00000000003
Kia Cerato 2021 1.6L SX,1.6,4,128,190,kia,ksa,5,18414.0
Suzuki Swift 2021 1.2L GL,1.2,4,82,165,suzuki,ksa,5,17912.88
BMW 6 Series Gran Turismo 2021 630i,2.0,4,258,250,bmw,ksa,5,98307.0
GMC Sierra Denali 2021 6.2L Crew Cab (AWD),6.2,8,420,180,gmc,ksa,5,74412.0
Suzuki Swift 2021 1.2L GLX,1.2,4,82,165,suzuki,ksa,5,18754.2
RAM 1500 2021 5.7L Rebel (Double Cab),5.7,8,395,175,ram,ksa,5,68121.0
Borgward BX7 2021 2.0T AWD Ultimate (7-Seater),2.0,4,224,206,borgward,ksa,7,38134.8
Audi S3 Sedan 2021 2.0 TFSI quattro (290 HP),2.0,4,290,250,audi,ksa,5,58063.50000000001
Kia Rio Hatchback 2021 1.4L MPI,1.4,4,100,180,kia,ksa,5,14820.300000000001
Mini Clubman 2021 Cooper S ALL4,2.0,4,192,228,mini,ksa,5,51975.0
Kia Rio Hatchback 2021 1.6L MPI,1.6,4,123,190,kia,ksa,5,16899.300000000003
Borgward BX7 2021 2.0T Elite FWD (7-Seater),2.0,4,224,206,borgward,ksa,7,35986.14
Peugeot 508 2021 1.6T GT Line,1.6,4,165,220,peugeot,ksa,5,35100.0
Suzuki Ciaz 2021 1.5L GL,1.5,4,103,165,suzuki,ksa,5,14655.6
Mini Clubman 2021 Cooper,1.5,4,136,205,mini,ksa,5,43362.0
Porsche Panamera Sport Turismo 2021 4 E-Hybrid,2.9,6,462,275,porsche,ksa,5,155093.40000000002
Porsche Panamera Sport Turismo 2021 Turbo S E-Hybrid,4.0,8,680,310,porsche,ksa,5,268666.2
Porsche Panamera Sport Turismo 2021 Turbo,4.0,8,550,304,porsche,ksa,5,228719.7
Porsche Panamera Sport Turismo 2021 GTS,4.0,8,460,289,porsche,ksa,5,188238.6
Mercedes-Benz GLC Coupe 2021 AMG 43 4MATIC,3.0,4,367,250,mercedes-benz,ksa,5,91941.48000000001
Mercedes-Benz GLC Coupe 2021 250 4MATIC,2.0,4,211,222,mercedes-benz,ksa,5,72053.82
Alfa Romeo Giulia 2021 Super,2.0,4,330,221,alfa-romeo,ksa,5,47499.75
Suzuki Ciaz 2021 1.5L GLX,1.5,4,104,165,suzuki,ksa,5,17356.95
Mercedes-Benz GLC Coupe 2021 300 4MATIC,2.0,4,245,236,mercedes-benz,ksa,5,79852.23000000001
Chery Arrizo 3 2021 1.5L Comfort,1.5,4,107,175,chery,ksa,5,11367.0
Toyota Hiace 2021 3.5L GL STD Roof Panel Van (3-Seater),3.5,4,277,160,toyota,ksa,3,29404.350000000002
Porsche Panamera Sport Turismo 2021 4S,2.9,6,440,286,porsche,ksa,5,164508.30000000002
McLaren 720S 2021 4.0T Coupe,4.0,8,770,221,mclaren,ksa,5,363433.5
Mercedes-Benz C Class Cabriolet 2021 C 300 Cabriolet,2.0,4,258,250,mercedes-benz,ksa,4,73714.05
Mercedes-Benz S Class Cabriolet 2021 S 560,4.0,8,465,250,mercedes-benz,ksa,4,178401.15000000002
Land Rover Range Rover Velar 2021 2.0L R-Dynamic SE (250 PS),2.0,4,250,217,land-rover,ksa,5,77345.55
Mercedes-Benz S Class Cabriolet 2021 S63 4MATIC+,4.0,8,612,250,mercedes-benz,ksa,4,222813.45
Alfa Romeo Stelvio 2021 Quadrifoglio,2.9,6,510,283,alfa-romeo,ksa,5,118800.00000000001
Land Rover Range Rover Velar 2021 2.0L S (250 PS),2.0,4,250,217,land-rover,ksa,5,73681.65000000001
Mercedes-Benz C Class Cabriolet 2021 C AMG 53 4MATIC+ Cabriolet,3.0,6,435,250,mercedes-benz,ksa,4,94159.53000000001
Alfa Romeo Stelvio 2021 Super,2.0,4,280,230,alfa-romeo,ksa,5,56208.600000000006
Mercedes-Benz AMG GT Roadster 2021 4.0L V8 (476 HP),4.0,8,476,302,mercedes-benz,ksa,2,161289.90000000002
Mercedes-Benz C Class Cabriolet 2021 C 200 Cabriolet,2.0,4,204,235,mercedes-benz,ksa,4,68421.51000000001
Skoda Kodiaq 2021 2.0 TSI Style (AWD),2.0,4,180,207,skoda,ksa,7,37733.850000000006
Lamborghini Aventador S Roadster 2021 6.5L V12 (740 HP),6.5,12,740,350,lamborghini,ksa,2,549450.0
Borgward BX5 2021 1.4T Comfort,1.4,4,147,180,borgward,ksa,5,23680.620000000003
GAC GA8 2021 2.0T GL,2.0,4,198,200,gac,ksa,4,29084.4
Genesis G70 2021 2.0T Premium,2.0,4,252,240,genesis,ksa,5,69842.25
Borgward BX5 2021 1.4T Elite,1.4,4,147,180,borgward,ksa,5,28980.99
Borgward BX5 2021 1.4T Fashion,1.4,4,147,180,borgward,ksa,5,25024.68
Kia Stinger 2021 2.0T (255 PS),2.0,4,251,240,kia,ksa,5,39263.4
Lamborghini Aventador S 2021 6.5L V12 Coupe,6.5,4,740,350,lamborghini,ksa,2,516417.12000000005
Mercedes-Benz AMG GT Roadster 2021 4.0L V8 (558 HP) C,4.0,8,558,316,mercedes-benz,ksa,2,199395.54
Lamborghini Urus 2021 4.0T V8,4.0,8,650,305,lamborghini,ksa,4,291060.0
Kia Stinger 2021 3.3T AWD Full Option (370 PS),3.3,6,365,270,kia,ksa,5,50490.0
Lexus UX 200 2021 Elegant,2.0,4,169,180,lexus,ksa,4,46606.05
BMW X2 2021 sDrive20i,2.0,4,189,180,bmw,ksa,5,57915.00000000001
Lincoln Nautilus 2021 2.0T (250 Hp),2.0,6,250,230,lincoln,ksa,5,48406.950000000004
Mercedes-Benz A-class Sedan 2021 200,0.0,4,163,230,mercedes-benz,ksa,5,44490.33
Lexus UX 200 2021 Excellence,2.0,4,169,180,lexus,ksa,4,56945.700000000004
Maxus T60 2021 2.8D Double Cab (4x4),2.8,4,350,221,maxus,ksa,5,20196.0
BMW 8 Series Convertible 2021 M 850i xDrive,4.4,8,523,250,bmw,ksa,4,164835.0
BMW M2 Competition 2021 3.0T,3.0,6,410,280,bmw,ksa,4,112563.00000000001
BMW X7 2021 XDrive50i,4.4,8,462,245,bmw,ksa,5,151767.0
BMW X7 2021 XDrive40i,3.0,6,340,245,bmw,ksa,5,127710.00000000001
BMW 8 Series Gran Coupe 2021 840i,3.0,8,340,250,bmw,ksa,4,134541.0
Ferrari SF90 Stradale 2021 4.0T V8 Plug-in-Hybrid,4.0,8,25,800,ferrari,ksa,5,564300.0
Mazda CX-30 2021 2.0L Classic 4x2,2.0,4,155,192,mazda,ksa,5,24252.480000000003
BMW 8 Series Gran Coupe 2021 M850i xDrive,4.4,8,530,250,bmw,ksa,4,164835.0
Mitsubishi Spacestar 2021 1.2L GLS HL,1.2,3,78,173,mitsubishi,ksa,5,10922.310000000001
Bestune X40 2021 1.6L,1.6,4,112,168,bestune,ksa,5,15385.140000000001
McLaren Senna 2021 4.0T V8 Coupe,4.0,8,800,335,mclaren,ksa,2,1508399.55
Mitsubishi Spacestar 2021 1.2L GLS LL,1.2,3,78,173,mitsubishi,ksa,5,10098.0
Maxus D90 2021 2.0T Elite (2WD),2.0,4,225,185,maxus,ksa,7,22680.0
Ferrari 812 GTS 2021 6.5L V12,6.5,12,718,221,ferrari,ksa,5,391500.0
Jetour X70 2021 1.5T Comfort,1.5,4,156,180,jetour,ksa,7,21597.300000000003
MG 6 2021 1.5T LUX,1.5,4,169,180,mg,ksa,5,21782.25
Bestune T77 2021 1.2T Premium,0.0,4,148,181,bestune,ksa,5,21905.91
Jetour X70 2021 1.5T Luxury,1.5,4,156,180,jetour,ksa,7,24300.0
MG 6 2021 1.5T STD,1.5,4,169,180,mg,ksa,5,18211.5
MG 6 2021 1.5T COM,1.5,4,169,180,mg,ksa,5,19422.45
Hongqi HS5 2021 2.0T Deluxe,2.0,4,224,210,hongqi,ksa,5,39528.0
Jetour X90 2021 1.6T Luxury,1.6,4,194,185,jetour,ksa,7,26703.0
Hongqi HS5 2021 2.0T Premium (AWD),2.0,4,224,210,hongqi,ksa,5,44253.0
Hongqi HS5 2021 2.0T Comfort,2.0,4,224,210,hongqi,ksa,5,34668.0
Ferrari F8 Tributo 2021 3.9T V8,3.9,8,710,340,ferrari,ksa,2,297000.0
Audi SQ8 2021 4.0 TFSI quattro (500 HP),4.0,8,500,250,audi,ksa,5,86400.0
Toyota C HR 2021 1.8L Dynamic Hybrid,1.8,4,121,170,toyota,ksa,5,27448.2
Lincoln Crosair 2021 2.0T Reserve,2.0,4,245,221,lincoln,ksa,5,52753.950000000004
Lincoln Crosair 2021 2.0T Base,2.0,4,245,221,lincoln,ksa,5,50890.950000000004
Toyota Supra 2021 2.0T GR,2.0,4,255,250,toyota,ksa,2,54461.700000000004
McLaren 765LT 2021 4.0T V8,4.0,8,755,330,mclaren,ksa,2,455031.00000000006
Great Wall Wingle 7 2021 2.0T Double Cabin (4x4) (Leather),2.0,4,315,221,great-wall,ksa,5,20174.13
Great Wall Wingle 7 2021 2.4T Double Cabin (4x4) (Petrol),2.4,4,220,221,great-wall,ksa,5,18311.13
Great Wall Wingle 7 2021 2.4T Single Cabin (RWD) (Petrol),2.4,4,147,180,great-wall,ksa,5,15827.130000000001
Great Wall Wingle 7 2021 2.4T Double Cabin (4x4) (Petrol) (Leather),2.4,4,220,221,great-wall,ksa,5,18931.86
Ferrari F8 Spider 2021 3.9T V8,3.9,8,710,340,ferrari,ksa,2,324000.0
Volkswagen Golf GTI 2021 2.0T P1 Full option,2.0,4,245,210,volkswagen,ksa,5,38173.41
Peugeot 2008 2021 1.6L (115HP) Active+,1.6,4,115,200,peugeot,ksa,5,18630.0
Toyota Corolla Cross 2021 1.8L XL (HEV),1.8,4,292,221,toyota,ksa,5,22573.350000000002
Toyota Corolla Cross 2021 1.8L GLI (HEV),1.8,4,292,221,toyota,ksa,5,24156.9
Volkswagen Golf GTI 2021 2.0T P2 Full option,2.0,4,245,210,volkswagen,ksa,5,43832.07
Peugeot 2008 2021 1.6L (115HP) Allure+,1.6,4,115,200,peugeot,ksa,5,20250.0
Peugeot 2008 2021 1.2T (155HP) GT,1.2,3,155,208,peugeot,ksa,5,24570.0
Ford Bronco 2-door 2021 2.7T WildTrack,2.7,6,542,221,ford,ksa,5,65880.0
Ford Bronco 2-door 2021 2.3T Big Bend,2.3,4,420,221,ford,ksa,5,48600.0
Geely Azkarra 2021 1.5TD GF (4WD) Mild Hybrid,1.5,3,292,221,geely,ksa,5,27427.95
Geely Azkarra 2021 1.5TD GL (4WD) Mild Hybrid,1.5,3,292,221,geely,ksa,5,25875.45
Geely Tugella 2021 2.0T GF (4WD),2.0,4,238,221,geely,ksa,5,33358.5
Geely Tugella 2021 2.0T GL (4WD),2.0,4,238,221,geely,ksa,5,30564.000000000004
Chery Arrizo 3 2022 1.5L Luxury,1.5,4,107,175,chery,ksa,5,12015.0
Ford Bronco 2021 2.7T Big Lands,2.7,6,542,221,ford,ksa,5,70740.0
Ford Bronco 2021 2.7T WildTrack,2.7,6,542,221,ford,ksa,5,71010.0
Renault Symbol 2021 1.6L PE,1.6,4,102,180,renault,ksa,5,13599.900000000001
Hyundai Accent 2021 1.4L Base,1.4,4,100,183,hyundai,ksa,5,14040.000000000002
Mitsubishi L200 2021 2.4L Single Cab GL (2WD),2.4,4,128,169,mitsubishi,ksa,3,18096.210000000003
Hyundai Accent 2021 1.6L Base,1.6,4,123,193,hyundai,ksa,5,14404.500000000002
Chevrolet Spark 2021 1.4L LT,1.4,4,98,170,chevrolet,ksa,5,12791.25
Hyundai Accent 2021 1.4L Mid,1.4,4,100,183,hyundai,ksa,5,14850.000000000002
Toyota Yaris Sedan 2021 1.5L Y Plus (CVT),1.5,4,105,175,toyota,ksa,5,16114.95
Toyota Yaris Sedan 2021 1.3L STD (M/T),1.3,4,98,165,toyota,ksa,5,14251.95
Renault Duster 2021 2.0L PE (4x4),2.0,4,135,178,renault,ksa,5,19437.300000000003
MG RX5 2021 1.5T Luxury,1.5,4,169,170,mg,ksa,5,21906.45
Kia Picanto 2021 1.2L Base,1.2,4,84,161,kia,ksa,5,11507.400000000001
MG RX5 2021 1.5T Standard,1.5,4,169,170,mg,ksa,5,18366.75
Toyota Yaris Sedan 2021 1.5L Y (CVT),1.5,4,105,175,toyota,ksa,5,15400.800000000001
Hyundai Accent 2021 1.6L High,1.6,4,123,193,hyundai,ksa,5,16335.000000000002
BYD F3 2021 1.5L Luxury,1.5,4,110,170,byd,ksa,5,13351.5
Kia Picanto 2021 1.2L Top,1.2,4,84,161,kia,ksa,5,15998.04
MG RX5 2021 1.5T COM,1.5,4,169,170,mg,ksa,5,20695.5
Hyundai Creta 2021 1.4T,1.4,4,138,190,hyundai,ksa,5,20250.0
Hyundai Creta 2021 1.6L Basic,1.6,4,121,169,hyundai,ksa,5,18087.300000000003
Peugeot Partner 2021 1.6L K9 (Long),1.6,4,110,221,peugeot,ksa,5,17493.300000000003
BYD F3 2021 1.5L Comfort,1.5,4,110,170,byd,ksa,5,11954.25
Kia Rio Sedan 2021 1.4L MPI,1.4,4,100,183,kia,ksa,5,14820.300000000001
Hyundai Elantra 2021 1.6L Smart,1.6,4,127,209,hyundai,ksa,5,17864.550000000003
Toyota Rush 2021 1.5L STD (7-Seater),1.5,4,103,175,toyota,ksa,7,19437.300000000003
Ford Figo 2021 1.5L Ambiente H/B,1.5,4,110,175,ford,ksa,5,17523.0
Hyundai Kona 2021 2.0L GLS Smart,2.0,4,150,194,hyundai,ksa,5,20760.300000000003
Ford Figo 2021 1.5L Trend H/B,1.5,4,110,175,ford,ksa,5,18681.300000000003
Hyundai Kona 2021 2.0L GLS Premium,2.0,4,150,194,hyundai,ksa,5,24324.300000000003
Mitsubishi ASX 2021 2.0L GLX (2WD),2.0,4,150,193,mitsubishi,ksa,5,21431.25
Fiat 500 2021 1.4L Hatch POP,1.4,4,100,182,fiat,ksa,4,19219.95
Hyundai Kona 2021 2.0L GLS Comfort (Lime Pack),2.0,4,150,194,hyundai,ksa,5,22839.300000000003
Hyundai Kona 2021 2.0L GLS Comfort (Red Pack),2.0,4,150,194,hyundai,ksa,5,22839.300000000003
Suzuki Dzire 2021 1.2L GL,1.2,4,82,170,suzuki,ksa,5,12078.45
Suzuki Ertiga 2021 1.5L GL,1.5,4,103,170,suzuki,ksa,7,18754.2
Hyundai Kona 2021 2.0L GLS Comfort,2.0,4,150,194,hyundai,ksa,5,22839.300000000003
Hyundai Kona 2021 2.0L GLS Premium Sunroof,2.0,4,150,194,hyundai,ksa,5,25839.0
Suzuki Dzire 2021 1.2L GLX,1.2,4,82,170,suzuki,ksa,5,12513.150000000001
Mazda CX 3 2021 2.0L GS (FWD),2.0,4,148,190,mazda,ksa,5,19750.23
Toyota Hilux 2021 2.4L GL M/T Diesel (4x2),2.4,4,147,165,toyota,ksa,3,23722.2
Suzuki Baleno 2021 1.4L GL,1.4,4,91,170,suzuki,ksa,5,13568.85
Hyundai Creta 2021 1.6L Mid,1.6,4,121,169,hyundai,ksa,5,21532.5
Peugeot 208 2021 1.2T GT,1.2,3,130,208,peugeot,ksa,5,20250.0
Changan CS35 2021 1.6L Standard (2WD),1.6,4,123,180,changan,ksa,5,12123.0
Hyundai Tucson 2021 1.6L GDI TLe Basic (FWD),1.6,4,132,170,hyundai,ksa,5,23299.65
Hyundai Tucson 2021 1.6L GDI Basic Panorama (FWD),1.6,4,132,170,hyundai,ksa,5,24027.300000000003
Skoda Fabia 2021 1.6L Ambition,1.6,4,110,190,skoda,ksa,5,15436.710000000001
Toyota Hilux 2021 2.4L GL Double Cab DSL M/T (4x2),2.4,4,147,165,toyota,ksa,6,25864.65
Nissan X-Trail 2021 S 2WD (7-Seater),2.5,4,169,170,nissan,ksa,7,25352.730000000003
Mitsubishi Outlander 2021 2.4L GLX (7-Seater) Mid,2.4,4,167,198,mitsubishi,ksa,7,26554.5
Mitsubishi Eclipse Cross 2021 1.5T GLS (Base Option),1.5,4,147,200,mitsubishi,ksa,5,24691.5
Nissan Kicks 2021 1.6 SL,1.6,4,118,180,nissan,ksa,5,21330.0
Nissan X-Trail 2021 S 2WD (5-Seater),2.5,4,169,170,nissan,ksa,5,24974.730000000003
Bestune B50 2021 1.6L Elegant,1.6,4,107,162,bestune,ksa,5,15199.11
Hyundai Elantra 2021 2.0L GL,2.0,4,150,205,hyundai,ksa,5,19440.0
Hyundai Elantra 2021 2.0L GLS,2.0,4,150,205,hyundai,ksa,5,20520.0
Mitsubishi Eclipse Cross 2021 1.5T GLS Highline,1.5,4,147,200,mitsubishi,ksa,5,30280.500000000004
Mitsubishi Eclipse Cross 2021 1.5T GLS Topline,1.5,4,147,200,mitsubishi,ksa,5,31212.000000000004
Suzuki Baleno 2021 1.4L GLX,1.4,4,91,170,suzuki,ksa,5,14872.95
Mitsubishi Eclipse Cross 2021 1.5T GLS (Mid Option),1.5,4,147,200,mitsubishi,ksa,5,29659.500000000004
Suzuki Ertiga 2021 1.5L GLX,1.5,4,103,170,suzuki,ksa,7,20275.65
Hyundai H1 2021 3-Seater Panel Van M/T,2.4,4,175,182,hyundai,ksa,3,24027.300000000003
Mitsubishi Outlander 2021 2.4L GLX (7-Seater) Standard,2.4,4,167,198,mitsubishi,ksa,7,25002.0
Nissan X-Trail 2021 S AWD (5-Seater),2.5,4,169,170,nissan,ksa,5,26189.730000000003
Fiat 500X 2021 1.4T City Cross,1.4,4,140,190,fiat,ksa,5,17955.0
Mitsubishi L200 2021 2.4L Double Cab GL (2WD),2.4,4,128,169,mitsubishi,ksa,6,20580.210000000003
Foton Tunland 2021 2.4L Single Cabin (4X2),2.4,4,136,160,Foton,ksa,2,12474.0
Nissan X-Trail 2021 S AWD (7-Seater),2.5,4,169,170,nissan,ksa,7,26567.730000000003
Mitsubishi L200 2021 2.4L Double Cab GLX (4WD),2.4,4,128,167,mitsubishi,ksa,5,22720.5
Kia Rio Sedan 2021 1.6L MPI,1.6,4,123,183,kia,ksa,5,16899.300000000003
Hyundai Tucson 2021 2.0L Standard (FWD),2.0,4,153,170,hyundai,ksa,5,23537.25
Ford EcoSport 2021 1.5 Ambiente,1.5,4,120,170,ford,ksa,5,24502.5
Toyota Hilux 2021 2.7L GLX M/T (4x2) Short,2.7,4,164,165,toyota,ksa,3,24032.7
Hyundai Creta 2021 1.6L Top,1.6,4,121,169,hyundai,ksa,5,23611.5
Mazda 6 2021 2.5L Core,2.5,4,185,220,mazda,ksa,5,26703.0
Foton Tunland 2021 2.4L Double Cabin (4X2),2.4,4,136,160,Foton,ksa,5,13959.000000000002
Mitsubishi L200 2021 2.5L Single Cab GL (2WD),2.5,4,136,167,mitsubishi,ksa,5,16699.5
Mazda 6 2021 2.5T Signature,2.5,4,231,239,mazda,ksa,5,36018.0
Mitsubishi L200 2021 2.4L Double Cab GLX Diesel (4WD),2.4,4,136,167,mitsubishi,ksa,5,23126.850000000002
Mazda 6 2021 2.5L S,2.5,4,185,220,mazda,ksa,5,23314.5
Toyota Camry 2021 2.5L LE STD (204 HP),2.5,4,204,195,toyota,ksa,5,26361.45
Mazda 6 2021 2.5T 100th Special Version,2.5,4,231,239,mazda,ksa,5,37260.0
Fiat 500 2021 Convertible 1.4L Pop,1.4,4,100,182,fiat,ksa,4,22324.95
Mitsubishi L200 2021 2.5L Double Cab GL (2WD),2.5,4,136,167,mitsubishi,ksa,5,21978.0
Mitsubishi L200 2021 2.5L Double Cab GLS (4WD),2.5,4,136,167,mitsubishi,ksa,5,24151.5
Mazda 6 2021 2.5T Ignite,2.5,4,231,239,mazda,ksa,5,34155.0
Mitsubishi Eclipse Cross 2021 1.5T GLS (Full Option),1.5,4,147,200,mitsubishi,ksa,5,25839.0
Toyota Rav4 2021 2.0L XLE AWD,2.0,4,170,200,toyota,ksa,5,31981.500000000004
Hyundai H1 2021 9-Seater Wagon A/T Mid,2.4,4,175,182,hyundai,ksa,9,33750.0
Hyundai Kona 2021 1.6L T-GDI GLS Premium (AWD),1.6,4,175,205,hyundai,ksa,5,22950.0
Chevrolet Trax 2021 1.8L Premier AWD,1.8,4,140,180,chevrolet,ksa,5,25987.5
Toyota Camry 2021 2.5L LE (204 HP),2.5,4,205,195,toyota,ksa,5,27510.300000000003
Renault Megane 2021 2.0L PE,2.0,4,140,209,renault,ksa,5,18909.45
Toyota Hilux 2021 2.4L GL 2 Double Cab DSL M/T (4x4),2.4,4,147,175,toyota,ksa,6,31329.45
