car name,engine_capacity,cylinder,horse_power,top_speed,brand,country,num_seats,Price_USD
Volkswagen Tiguan 2021 1.4L S,1.4,4,150,200,volkswagen,oman,5,28914.600000000002
Audi A3 Sedan 2021 Ambition 1.4 (122 HP),1.4,4,122,212,audi,oman,5,26000.0
Volkswagen Tiguan 2021 1.4L R-Line,1.4,4,150,200,volkswagen,oman,5,34060.0
Subaru XV 2021 2.0L-S EyeSight,2.0,4,150,194,subaru,oman,5,26780.0
Renault Talisman 2021 1.6T LE,1.6,4,190,225,renault,oman,5,26780.0
Audi A3 Sedan 2021 30 TFSI Sport (116 HP),1.0,3,116,211,audi,oman,5,27300.0
Audi A3 Sedan 2021 30 TFSI (116 HP),1.0,3,116,211,audi,oman,5,27300.0
Honda Odyssey J 2021 2.4 EX,2.4,4,172,170,honda,oman,8,28600.0
Audi A3 Sportback 2021 Ambition 1.4 TFSI,1.4,4,125,206,audi,oman,5,28600.0
Fiat 500X 2021 2.4L Cross Plus (4x4),2.4,4,184,208,fiat,oman,5,28080.0
Nissan Navara 2021 CSF 4x2 A/T,2.5,4,168,160,nissan,oman,5,22360.0
Audi Q2 2021 30 TFSI Basic (116 HP),1.0,3,116,190,audi,oman,5,28860.0
Kia Cadenza 2021 3.3L GDi Mid,3.3,6,284,235,kia,oman,5,36400.0
Hyundai H1 2021 2.5 GLS M/T (12-seater),2.5,4,99,170,hyundai,oman,12,27300.0
Audi A3 Sedan 2021 Design 35 1.4 TFSI (150 HP),1.4,4,150,224,audi,oman,5,28860.0
Hyundai H1 2021 12-Seater Wagon A/T High,2.4,4,175,182,hyundai,oman,12,27300.0
Toyota Fortuner 2021 2.7L EXR,2.7,4,164,180,toyota,oman,7,31980.0
Audi A3 Sedan 2021 Ambition 1.8 (180 HP),1.8,4,180,242,audi,oman,5,28600.0
Toyota Hiace 2021 2.5L Commuter M/T,2.5,4,88,221,toyota,oman,5,27300.0
Audi A3 Sedan 2021 35 TFSI Sport (150 HP),1.4,4,150,224,audi,oman,5,28860.0
Mazda CX 3 2021 2.0L Platinum (AWD),2.0,4,148,190,mazda,oman,5,29510.0
Toyota Rav4 2021 2.5L XLE Hybrid AWD,2.5,4,219,200,toyota,oman,5,36400.0
Mazda 3 Hatchback 2021 1.5L Classic,1.5,4,111,183,mazda,oman,5,23920.0
Subaru Forester 2021 2.0i Mid Option,2.0,4,156,188,subaru,oman,5,26000.0
Infiniti Q30 2021 1.6T (FWD),1.6,4,154,205,infiniti,oman,5,29640.0
Subaru Forester 2021 2.0i Base,2.0,4,150,188,subaru,oman,5,23400.0
Toyota Rav4 2021 2.5L XLE (4X4),2.5,4,203,200,toyota,oman,5,30290.0
Subaru Forester 2021 2.0i Mid Option w/Eyesight,2.0,4,156,188,subaru,oman,5,27300.0
Mazda CX 3 2021 2.0L Prestige (AWD),2.0,4,148,190,mazda,oman,5,25480.0
Audi Q2 2021 30 TFSI Design (116 HP),1.0,3,116,190,audi,oman,5,30420.0
Hyundai Tucson 2021 2.4L GDI Base (AWD),2.4,4,181,180,hyundai,oman,5,22945.0
Nissan Altima 2021 2.5 SL,2.5,4,188,220,nissan,oman,5,30680.0
Audi A3 Sedan 2021 Design 40 2.0 TFSI (190 HP),2.0,4,190,250,audi,oman,5,31200.0
Mitsubishi Montero Sport 2021 3.0L GLS (4WD) Base,3.0,6,215,182,mitsubishi,oman,7,35087.0
Audi A3 Sportback 2021 Ambition 1.8 TFSI,1.8,4,180,232,audi,oman,5,31200.0
Audi Q2 2021 30 TFSI Sport (116 HP),1.0,3,116,190,audi,oman,5,30420.0
Audi A3 Sedan 2021 Sport 40 2.0 TFSI (190 HP),2.0,4,190,250,audi,oman,5,31200.0
Mitsubishi Montero Sport 2021 3.0L GLS (4WD) premium,3.0,6,215,182,mitsubishi,oman,7,43407.0
Hyundai Tucson 2021 2.4L GDI Mid (AWD),2.4,4,181,180,hyundai,oman,5,24180.0
Audi A3 Sedan 2021 Ambition 1.8 Quattro (180 HP),1.8,4,180,235,audi,oman,5,31200.0
Mitsubishi Montero Sport 2021 3.0L GLS (4WD) mid,3.0,6,215,182,mitsubishi,oman,7,38207.0
Ford Explorer 2021 2.3L EcoBoost XLT (Mid Option) AWD,2.3,4,300,180,ford,oman,7,46800.0
Chevrolet Malibu 2021 2.0L Turbo Premier,2.0,4,250,220,chevrolet,oman,5,34632.0
Ford Explorer 2021 2.3L EcoBoost Limited AWD,2.3,4,300,180,ford,oman,7,49400.0
Honda Pilot 2021 3.5 LX (2WD),3.5,4,280,175,honda,oman,8,33540.0
Toyota Land Cruiser Pick Up 2021 4.0L Single Cab,4.0,6,228,180,toyota,oman,3,32500.0
Nissan Navara 2021 CSF 4x4 A/T,2.5,4,168,155,nissan,oman,5,24440.0
Ford Explorer 2021 2.3L EcoBoost XLT (Base Option) AWD,2.3,4,300,180,ford,oman,7,39000.0
Toyota Land Cruiser Pick Up 2021 4.0L Hard Top,4.0,6,228,180,toyota,oman,5,32500.0
Mazda CX-5 2021 2.5L Luxury (AWD),2.5,4,187,192,mazda,oman,5,37323.0
Honda Odyssey J 2021 2.4 EX V,2.4,4,172,170,honda,oman,7,35100.0
Nissan Navara 2021 ASF 4x4 M/T,2.5,4,168,155,nissan,oman,6,22880.0
Audi Q2 2021 35 TFSI Sport S-line (150 HP),1.4,4,150,208,audi,oman,5,31980.0
Toyota Land Cruiser Pick Up 2021 4.0L Double Cab,4.0,6,228,180,toyota,oman,6,32500.0
Audi Q2 2021 35 TFSI Design (150 HP),1.4,4,150,208,audi,oman,5,31980.0
Chevrolet Malibu 2021 2.0L Turbo LT,2.0,4,250,250,chevrolet,oman,5,24752.0
BMW 3 Series 2021 316i,1.6,4,136,210,bmw,oman,5,34320.0
Chevrolet Equinox 2021 2.0T Premier (AWD),2.0,4,252,200,chevrolet,oman,5,30680.0
Audi A1 2021 Ambition 1.4L (185 HP),1.4,4,185,227,audi,oman,4,34060.0
Jeep Cherokee 2021 3.2L Longitude,3.2,6,271,185,jeep,oman,5,35100.0
Audi A3 Sportback 2021 Ambition 1.8 TFSI quattro,1.8,4,180,228,audi,oman,5,34580.0
Honda CR-V 2021 Touring (AWD),2.4,4,184,200,honda,oman,5,33020.0
Alfa Romeo Giulietta 2021 Veloce,1.8,4,241,244,alfa-romeo,oman,5,33800.0
Nissan Navara 2021 CSPF 4x4 A/T,2.5,4,168,160,nissan,oman,5,24960.0
Toyota Fortuner 2021 4.0L GXR,4.0,6,235,187,toyota,oman,7,37440.0
BMW 1 Series 2021 116i,1.5,3,109,195,bmw,oman,5,33800.0
Alfa Romeo Giulietta 2021 Super,1.4,4,170,220,alfa-romeo,oman,5,25740.0
Kia Sorento 2021 3.3L Mid Option (AWD),3.3,6,265,200,kia,oman,7,36400.0
Chevrolet Silverado 2021 2.7 Turbo LT,2.7,4,310,180,chevrolet,oman,6,35360.0
Kia Sorento 2021 3.3L Top (AWD),3.3,6,290,200,kia,oman,7,36400.0
Audi Q3 2021 30 TFSI (150 HP),1.4,4,150,204,audi,oman,5,35620.0
Chevrolet Camaro Coupe 2021 3.6L 1LT,3.6,6,335,250,chevrolet,oman,4,39260.0
BMW 1 Series 2021 118i,1.5,4,140,213,bmw,oman,5,37700.0
BMW 3 Series 2021 318i,1.5,4,136,210,bmw,oman,5,36400.0
Ford Escape 2021 2.0L EcoBoost Titanium (AWD),2.0,4,240,200,ford,oman,5,36400.0
Mini Hatch 2021 3-Door Cooper,1.5,3,136,210,mini,oman,4,36400.0
Audi Q3 2021 30 TFSI Design (150 HP),1.4,4,150,204,audi,oman,5,36400.0
Audi Q3 2021 35 TFSI quattro (150 HP),1.4,4,150,217,audi,oman,5,37440.0
Nissan Maxima 2021 3.5L S,3.5,6,300,211,nissan,oman,5,30680.0
Jeep Grand Cherokee 2021 3.6L Laredo,3.6,6,290,190,jeep,oman,5,49140.0
Mitsubishi Pajero 2021 3.8L 5 Door Mid,3.8,6,243,180,mitsubishi,oman,7,41587.0
Mercedes-Benz C-Class 2021 C 180,1.6,4,156,207,mercedes-benz,oman,5,37960.0
Audi A4 2021 30 TFSI Basic (150 HP),1.4,4,150,210,audi,oman,5,37960.0
Audi Q3 2021 40 TFSI Design quattro (220 HP),2.0,4,220,233,audi,oman,5,39780.0
Lexus IS 2021 250 Premier,2.5,6,204,225,lexus,oman,5,39000.0
Toyota Fortuner 2021 4.0L VXR,4.0,6,235,187,toyota,oman,7,40820.0
Infiniti Q30 2021 2.0T Premium,2.0,4,208,230,infiniti,oman,5,37700.0
Lexus CT 2021 200h Premier,1.8,4,134,180,lexus,oman,5,37700.0
Mazda CX-9 2021 2.5T Classic (4x2),2.5,4,226,210,mazda,oman,7,38675.0
Audi A3 Sedan 2021 S3 (292 HP),2.0,4,280,250,audi,oman,5,38480.0
Chevrolet Silverado 2021 6.6L LTZ (Heavy Duty),6.6,8,401,180,chevrolet,oman,6,46540.0
Audi Q3 2021 35 TFSI Design quattro (150 HP),1.4,4,150,217,audi,oman,5,38480.0
Mitsubishi Pajero 2021 3.8L GLS 5 Door high,3.8,6,250,200,mitsubishi,oman,7,47307.0
Infiniti Q30 2021 2.0T Sport (AWD),2.0,4,208,230,infiniti,oman,5,41340.0
Audi A4 2021 40 TFSI Basic (190 HP),2.0,4,190,240,audi,oman,5,40560.0
Mercedes-Benz A-Class 2021 A 250,2.0,4,224,250,mercedes-benz,oman,5,40378.0
BMW X1 2021 sDrive18i,2.0,4,150,202,bmw,oman,5,40040.0
Volkswagen Tiguan 2021 2.0L Sport,2.0,4,220,220,volkswagen,oman,5,44200.0
Mini Hatch 2021 5-Door Cooper,1.5,3,136,207,mini,oman,5,40300.0
Dodge Charger 2021 3.6L GTS,3.6,6,300,210,dodge,oman,5,36140.0
GMC Terrain Denali 2021 Denali,3.0,6,301,190,gmc,oman,5,36920.0
Volkswagen Tiguan 2021 2.0L R-Line,2.0,4,220,220,volkswagen,oman,5,48100.0
Ford Expedition 2021 3.5L EcoBoost XL,3.5,4,385,185,ford,oman,8,44200.0
Mercedes-Benz C-Class 2021 C 200,2.0,4,204,245,mercedes-benz,oman,5,40820.0
Audi A4 2021 30 TFSI Sport (150 HP),1.4,4,150,210,audi,oman,5,41080.0
Dodge Charger 2021 3.6L GT,3.6,6,300,210,dodge,oman,5,32240.0
Audi A4 2021 30 TFSI Design (150 HP),1.4,4,150,210,audi,oman,5,41080.0
Lexus NX 2021 300 Premier,2.0,4,235,200,lexus,oman,5,41600.0
Jeep Cherokee 2021 3.2L Limited,3.2,6,271,185,jeep,oman,5,43030.0
Lincoln MKZ 2021 2.0T Premier,2.0,4,250,200,lincoln,oman,5,46020.0
Jaguar XE 2021 2.0T SE (300 PS),2.0,4,297,250,jaguar,oman,5,54444.0
Mercedes-Benz GLA 2021 250 4MATIC,2.0,4,211,230,mercedes-benz,oman,5,42887.0
Chrysler 300C 2021 3.6L V6 Luxury,3.6,4,292,210,chrysler,oman,5,42380.0
Lexus IS 2021 200t Classic,2.0,4,241,230,lexus,oman,5,41600.0
Chrysler 300C 2021 3.6L V6 Limited,3.6,4,292,210,chrysler,oman,5,33800.0
Jaguar XE 2021 2.0T R-Dynamic (250 PS),2.0,4,250,250,jaguar,oman,5,52130.0
Chevrolet Camaro Coupe 2021 3.6L 3LT,3.6,6,335,250,chevrolet,oman,4,46800.0
Nissan Maxima 2021 3.5L SV,3.5,6,300,211,nissan,oman,5,37180.0
Land Rover Discovery Sport 2021 2.0T S (AWD),2.0,4,240,200,land-rover,oman,5,48906.0
Chevrolet Silverado 2021 5.3 V8 LTZ,5.3,8,355,180,chevrolet,oman,6,49400.0
Audi A3 Sportback 2021 S3 (286 HP) quattro,2.0,4,286,250,audi,oman,5,42380.0
Dodge Charger 2021 6.4L R/T Scatpack,6.4,8,485,281,dodge,oman,5,49400.0
Mercedes-Benz CLA-Class 2021 CLA 250,2.0,4,211,240,mercedes-benz,oman,5,42900.0
Lexus CT 2021 200h Prestige,1.8,4,134,182,lexus,oman,5,43160.0
Toyota FJ Cruiser 2021 4.0L Extreme,4.0,6,275,180,toyota,oman,5,42900.0
Audi A5 Sportback 2021 1.8L (170 HP),1.8,4,170,220,audi,oman,5,43160.0
BMW 1 Series 2021 120i,1.6,4,177,222,bmw,oman,5,42900.0
Nissan 370Z 2021 Coupe A/T Full Option,3.7,6,328,250,nissan,oman,2,39520.0
Audi A4 2021 40 TFSI Sport (190 HP),2.0,4,190,240,audi,oman,5,43160.0
BMW 2 Series Active Tourer 2021 218i,1.5,3,136,205,bmw,oman,5,42900.0
Audi A4 2021 40 TFSI Design (190 HP),2.0,4,190,240,audi,oman,5,43160.0
Ford Expedition EL 2021 3.5L EcoBoost XL,3.5,4,365,160,ford,oman,8,46800.0
Nissan 370Z 2021 Coupe A/T,3.7,6,328,250,nissan,oman,2,49140.0
Mini Hatch 2021 3-Door Cooper S,2.0,4,192,235,mini,oman,4,46800.0
Chevrolet Silverado 2021 6.6L LT (Heavy Duty),6.6,8,401,180,chevrolet,oman,6,38220.0
Mini Countryman 2021 Cooper S ALL4,2.0,4,192,225,mini,oman,5,52000.0
Nissan Patrol Safari 2021 Super Safari M/T,4.8,6,280,190,nissan,oman,7,47840.0
Jeep Grand Cherokee 2021 3.6L Trailhawk,3.6,6,290,190,jeep,oman,5,61100.0
Chevrolet Camaro Convertible 2021 3.6L 3LT,3.6,6,335,250,chevrolet,oman,4,49400.0
Nissan Patrol Safari 2021 Safari M/T,4.8,6,280,190,nissan,oman,7,44460.0
Jeep Grand Cherokee 2021 3.6L Limited,3.6,6,290,190,jeep,oman,5,57460.0
Nissan Patrol Safari 2021 Falcon M/T,4.8,6,280,190,nissan,oman,7,44200.0
BMW 3 Series 2021 320d,2.0,4,190,235,bmw,oman,5,44200.0
Lexus NX 2021 200t Classic,2.0,4,235,200,lexus,oman,5,44200.0
Land Rover Defender 2021 90 SE (P300),2.0,4,300,191,land-rover,oman,5,55458.0
Lexus IS 2021 200t F Sport Prestige,2.0,4,350,221,lexus,oman,5,45500.0
Subaru WRX 2021 2.5T STi Standard,2.5,4,300,250,subaru,oman,5,37700.0
Mercedes-Benz C-Class 2021 C 63 S,4.0,4,510,290,mercedes-benz,oman,5,46020.0
Infiniti Q70 2021 3.7L Luxe,3.7,6,330,225,infiniti,oman,5,46540.0
Ford Expedition 2021 3.5L EcoBoost XLT,3.5,4,385,185,ford,oman,8,59800.0
GMC Acadia 2021 3.6L SLT1 (FWD),3.6,6,310,210,gmc,oman,7,39520.0
Chevrolet Silverado 2021 5.3 V8 RST,5.3,4,355,180,chevrolet,oman,6,38220.0
Audi S3 Sedan 2021 2.0 TFSI quattro (290 HP),2.0,4,290,250,audi,oman,5,44980.0
Mercedes-Benz C-Class 2021 C 250,2.0,4,211,250,mercedes-benz,oman,5,46020.0
Dodge Charger 2021 5.7L R/T,5.7,8,370,250,dodge,oman,5,38740.0
BMW 1 Series 2021 125i,2.0,4,218,243,bmw,oman,5,48100.0
BMW X1 2021 sDrive20i,2.0,4,192,225,bmw,oman,5,46800.0
Dodge Charger 2021 5.7L Daytona 392,5.7,8,375,250,dodge,oman,5,41340.0
Mercedes-Benz SLK-Class 2021 SLK 200,1.8,4,184,240,mercedes-benz,oman,2,47840.0
Land Rover Defender 2021 110 HSE (P400),3.0,6,400,208,land-rover,oman,5,68952.0
Lexus CT 2021 200h Platinum,1.8,4,134,180,lexus,oman,5,46800.0
BMW 2 Series Coupe 2021 218i,1.5,3,136,215,bmw,oman,4,46800.0
Chevrolet Silverado 2021 5.3 V8 Trail Boss,5.3,8,355,172,chevrolet,oman,6,40040.0
Lexus RX 2021 350 Premier,3.5,6,296,200,lexus,oman,5,46540.0
Dodge Charger 2021 5.7L R/T Highline,5.7,8,370,250,dodge,oman,5,43940.0
BMW 3 Series 2021 328i,2.0,4,245,250,bmw,oman,5,47320.0
Lexus NX 2021 300 F Sport Platinum,2.0,4,235,200,lexus,oman,5,46800.0
Audi A4 2021 45 TFSI quattro Sport (252 HP),2.0,4,252,250,audi,oman,5,48880.0
Mini Clubman 2021 John Cooper Works ALL4,2.0,4,306,250,mini,oman,5,57200.0
Infiniti QX60 2021 3.5L Luxe,3.5,6,295,195,infiniti,oman,7,45240.0
Mercedes-Benz SLC 2021 200,2.0,4,184,237,mercedes-benz,oman,2,48789.0
Audi A4 2021 45 TFSI quattro Design (252 HP),2.0,4,252,250,audi,oman,5,48880.0
Lexus IS 2021 250 F,2.5,6,204,225,lexus,oman,5,49400.0
Lexus IS 2021 200t Exclusive,2.0,4,241,230,lexus,oman,5,49400.0
Chevrolet Silverado 2021 3500,4.8,8,360,172,chevrolet,oman,6,48880.0
BMW Z4 Roadster 2021 sDrive18i,2.0,4,156,220,bmw,oman,2,49400.0
Audi Q5 2021 40 TFSI quattro (225 HP),2.0,4,225,222,audi,oman,5,50180.0
Toyota Land Cruiser Prado 2021 4.0L VXR,4.0,6,271,200,toyota,oman,7,50700.0
Mercedes-Benz V Class 2021 Standard,2.0,4,350,221,mercedes-benz,oman,5,50180.0
BMW 2 Series Coupe 2021 220i,2.0,4,184,230,bmw,oman,4,49400.0
BMW 4 Series Coupe 2021 420i,2.0,4,184,236,bmw,oman,4,49660.0
Chrysler 300C 2021 5.7L V8 Luxury,5.7,8,363,234,chrysler,oman,5,45500.0
Lexus NX 2021 200t Exclusive,2.0,4,235,200,lexus,oman,5,49400.0
Mercedes-Benz C-Class Coupe 2021 C 200,2.0,4,204,245,mercedes-benz,oman,4,49660.0
Infiniti Q70 2021 3.7L Luxe Proactive,3.7,6,330,225,infiniti,oman,5,59540.0
Audi A5 Coupe 2021 40 TFSI Design (190 HP),2.0,4,190,240,audi,oman,4,51220.0
Audi TT 2021 45 TFSI (230 HP),2.0,4,230,250,audi,oman,2,51220.0
Audi A5 Sportback 2021 45 TFSI Sport quattro (252 HP),2.0,4,252,250,audi,oman,5,50960.0
Jaguar XF 2021 2.0T R-Dynamic HSE (250 PS),2.0,4,250,244,jaguar,oman,5,58656.0
Lexus NX 2021 300 Platinum,2.0,4,235,200,lexus,oman,5,50700.0
Jaguar XF 2021 2.0T Prestige (250 PS),2.0,4,250,244,jaguar,oman,5,55588.0
BMW 4 Series Gran Coupe 2021 420i,2.0,4,184,236,bmw,oman,4,50700.0
Mercedes-Benz GLC-Class 2021 GLC 250 4MATIC,2.0,4,211,222,mercedes-benz,oman,5,51480.0
BMW 5 Series 2021 520i,2.0,4,184,235,bmw,oman,5,50960.0
Jaguar XF 2021 2.0T Pure (250 PS),2.0,4,250,244,jaguar,oman,5,52364.0
Audi A5 Coupe 2021 40 TFSI Sport (190 HP),2.0,4,190,240,audi,oman,4,51220.0
Mini Hatch 2021 John Cooper Works (3-Door),2.0,4,231,246,mini,oman,4,50700.0
Mercedes-Benz C-Class Coupe 2021 C 250,2.0,4,211,240,mercedes-benz,oman,4,53300.0
Lexus RX 2021 350 Premium,3.5,4,296,200,lexus,oman,5,52000.0
Chevrolet Silverado 2021 6.2L V8 High Country,6.2,8,420,200,chevrolet,oman,5,57460.0
Infiniti QX60 2021 3.5L Luxe Sensory,3.5,6,295,195,infiniti,oman,7,51480.0
Mercedes-Benz E-Class Saloon 2021 E 200,2.0,4,184,240,mercedes-benz,oman,5,53079.0
Land Rover Discovery Sport 2021 2.0T HSE (AWD),2.0,4,240,200,land-rover,oman,5,61620.0
Mercedes-Benz SLK-Class 2021 SLK 300,1.8,4,204,244,mercedes-benz,oman,2,52780.0
Nissan Patrol Safari 2021 Safari A/T,4.8,6,280,190,nissan,oman,7,45760.0
Mini Countryman 2021 John Cooper Works ALL4,2.0,4,306,260,mini,oman,5,59800.0
Volvo S90 2021 T5 FWD Momentum,2.0,4,254,230,volvo,oman,5,52000.0
Nissan Patrol Safari 2021 Falcon A/T,4.8,6,280,190,nissan,oman,7,45500.0
Nissan Patrol Safari 2021 Super Safari A/T,4.8,6,280,190,nissan,oman,7,49400.0
Lexus IS 2021 350 F-Sport Prestige,3.5,6,311,235,lexus,oman,5,54600.0
Audi TT 2021 45 TFSI quattro (230 HP),2.0,4,230,250,audi,oman,2,53820.0
Porsche 718 2021 Cayman,2.0,4,300,275,porsche,oman,2,58240.0
Audi A5 Cabriolet 2021 35 TFSI (170 HP),1.8,4,170,213,audi,oman,4,54340.0
BMW X3 2021 sDrive 20i,2.0,4,184,210,bmw,oman,5,54600.0
Chevrolet Camaro Convertible 2021 6.2L SS,6.2,8,455,250,chevrolet,oman,4,59800.0
Mercedes-Benz SLC 2021 300,2.0,4,245,250,mercedes-benz,oman,2,53976.0
Chrysler 300C 2021 5.7L Alloy Edition,5.7,8,370,234,chrysler,oman,5,53300.0
Lexus RX 2021 350 Premier Plus,3.5,4,275,200,lexus,oman,5,54600.0
Audi TT Roadster 2021 45 TFSI (230 HP),2.0,4,230,250,audi,oman,2,54080.0
BMW 2 Series Active Tourer 2021 225i,2.0,4,231,238,bmw,oman,5,53300.0
Ford Expedition EL 2021 3.5L EcoBoost XLT,3.5,4,365,160,ford,oman,8,59800.0
Audi A5 Sportback 2021 3.0L (272 HP),3.0,6,272,250,audi,oman,5,54600.0
BMW 2 Series Convertible 2021 228i,2.0,4,245,250,bmw,oman,4,55120.0
BMW Z4 Roadster 2021 sDrive20i,2.0,4,197,240,bmw,oman,2,54600.0
Chevrolet Camaro Coupe 2021 6.2L SS (A/T),6.2,8,455,250,chevrolet,oman,4,55900.0
Infiniti Q50 2021 3.5L Hybrid Blue Sport,3.5,6,350,250,infiniti,oman,5,59800.0
Jeep Grand Cherokee 2021 Summit 5.7L,5.7,8,350,181,jeep,oman,5,64740.0
BMW 4 Series Gran Coupe 2021 428i,2.0,4,245,250,bmw,oman,4,55900.0
Lexus RC 2021 350 Platinum,3.5,6,314,230,lexus,oman,4,54600.0
Mercedes-Benz C-Class Coupe 2021 C 300,2.0,4,258,250,mercedes-benz,oman,4,55796.0
Lexus NX 2021 200t Platinum,2.0,4,235,200,lexus,oman,5,54600.0
GMC Acadia Denali 2021 3.6L V6 (AWD),3.6,6,310,210,gmc,oman,7,48880.0
Audi A5 Sportback 2021 45 TFSI Design quattro (252 HP),2.0,4,252,250,audi,oman,5,57200.0
Lexus RC 2021 200t F Sport Prestige,2.0,4,350,221,lexus,oman,5,57200.0
Audi TT Roadster 2021 45 TFSI quattro (230 HP),2.0,4,230,250,audi,oman,2,56940.0
Lexus RX 2021 350 Limited,3.5,4,296,200,lexus,oman,5,57200.0
Audi A5 Coupe 2021 45 TFSI quattro Design (252 HP),2.0,4,252,250,audi,oman,4,57200.0
BMW 2 Series Convertible 2021 220i,2.0,4,184,226,bmw,oman,4,57200.0
BMW X1 2021 xDrive25i,2.0,4,231,235,bmw,oman,5,57200.0
Infiniti QX70 2021 3.7L Luxe Sensory,3.7,6,329,230,infiniti,oman,5,42380.0
Audi A5 Coupe 2021 45 TFSI quattro Sport (252 HP),2.0,4,252,250,audi,oman,4,57200.0
Lexus GX 2021 460 Premier,4.6,8,292,177,lexus,oman,7,57200.0
Lexus RC 2021 350 F Sport Prestige,3.5,6,314,230,lexus,oman,4,57200.0
Mercedes-Benz E-Class Saloon 2021 E 250,2.0,4,211,250,mercedes-benz,oman,5,57083.0
Ford Expedition 2021 3.5L EcoBoost LTD,3.5,4,385,185,ford,oman,8,67600.0
BMW 4 Series Coupe 2021 428i,2.0,4,245,250,bmw,oman,4,57720.0
Porsche 718 2021 Boxster,2.0,4,300,275,porsche,oman,2,61880.0
Lincoln Continental 2021 3.7L Premier,3.7,6,379,221,lincoln,oman,5,57200.0
Audi Q5 2021 45 TFSI quattro,2.0,4,272,237,audi,oman,5,58500.0
Audi A3 Sportback 2021 RS3 (367 HP) quattro,2.5,5,367,250,audi,oman,5,58500.0
Jaguar F-Pace 2021 2.0T Pure (250 PS),2.0,4,246,217,jaguar,oman,5,51168.0
Lexus NX 2021 Platinum F Sport,2.0,4,235,200,lexus,oman,5,58500.0
Mercedes-Benz A 45 AMG 2021 2.0T 4MATIC,2.0,4,381,250,mercedes-benz,oman,5,58578.0
Mercedes-Benz E-Class Cabriolet 2021 E 200,2.0,4,184,235,mercedes-benz,oman,4,58578.0
Mercedes-Benz E-Class Cabriolet 2021 E 300,2.0,4,245,250,mercedes-benz,oman,4,58578.0
Mercedes-Benz E-Class Coupe 2021 E 250,1.8,4,211,250,mercedes-benz,oman,4,59540.0
Mercedes-Benz C-Class 2021 C 350 e,2.0,4,275,209,mercedes-benz,oman,5,57590.0
Mercedes-Benz C-Class 2021 C 400 4MATIC,3.0,6,333,250,mercedes-benz,oman,5,59280.0
Mercedes-Benz C-Class Coupe 2021 C 350,3.5,6,301,250,mercedes-benz,oman,4,57720.0
Jaguar F-Pace 2021 2.0T SE (250 PS),2.0,4,246,217,jaguar,oman,5,55302.0
BMW X3 2021 xDrive 20i,2.0,4,184,210,bmw,oman,5,59800.0
Audi A5 Cabriolet 2021 45 TFSI Design quattro (252 HP),2.0,4,252,250,audi,oman,4,59800.0
Jaguar F-Pace 2021 2.0T R-Sport (250 PS),2.0,4,246,217,jaguar,oman,5,58084.0
Ford Expedition EL 2021 3.5L EcoBoost LTD,3.5,4,365,160,ford,oman,8,70200.0
BMW 2 Series Coupe 2021 M235i,3.0,6,326,250,bmw,oman,4,61100.0
Mercedes-Benz SLK-Class 2021 SLK 350,3.5,6,306,250,mercedes-benz,oman,2,60060.0
Volvo S90 2021 T6 AWD R Design,2.0,4,320,250,volvo,oman,5,59800.0
Ford Expedition EL 2021 3.5L EcoBoost Platinum,3.5,4,365,160,ford,oman,8,83200.0
Jaguar F-Pace 2021 5.0L V8 SVR (550 PS),5.0,8,550,283,jaguar,oman,5,103376.0
Jaguar F-Pace 2021 S 3.0L V6 (380 PS),3.0,6,375,250,jaguar,oman,5,81926.0
BMW 4 Series Convertible 2021 428i,2.0,4,245,250,bmw,oman,4,61100.0
Mercedes-Benz E-Class Coupe 2021 E 200,2.0,4,184,240,mercedes-benz,oman,4,59930.0
Lexus RX 2021 350 Prestige,3.5,6,296,200,lexus,oman,5,61100.0
BMW 2 Series Coupe 2021 230i,2.0,4,252,250,bmw,oman,4,59800.0
Mercedes-Benz GLC-Class 2021 GLC 300 4MATIC,2.0,4,245,235,mercedes-benz,oman,5,61672.0
Porsche 718 2021 Cayman S,2.5,4,350,285,porsche,oman,2,68640.0
BMW 3 Series 2021 335i,3.0,6,306,250,bmw,oman,5,63440.0
BMW 1 Series 2021 m135i,3.0,6,326,250,bmw,oman,5,63700.0
BMW Z4 Roadster 2021 sDrive30i,2.0,4,258,250,bmw,oman,2,61100.0
Chevrolet Camaro Coupe 2021 6.2L ZL1,6.2,8,650,250,chevrolet,oman,4,75400.0
BMW 2 Series Convertible 2021 m235i,3.0,4,326,250,bmw,oman,4,62140.0
Mercedes-Benz E-Class Saloon 2021 E 63 S 4MATIC+,4.0,4,612,250,mercedes-benz,oman,5,61880.0
Porsche 718 2021 Boxster S,2.5,4,350,285,porsche,oman,2,72280.0
Mercedes-Benz GLA 2021 AMG 45 4MATIC,2.0,4,381,250,mercedes-benz,oman,5,65286.0
BMW Z4 Roadster 2021 sDrive35i,3.0,6,306,250,bmw,oman,2,66300.0
Audi A7 2021 35 FSI quattro (220 HP),2.8,6,220,235,audi,oman,5,66820.0
Lexus GX 2021 460 Prestige,4.6,8,292,200,lexus,oman,7,65000.0
Lexus IS 2021 350 F-Sport,3.5,6,311,230,lexus,oman,5,65000.0
BMW 5 Series 2021 530i,2.0,4,252,250,bmw,oman,5,66820.0
Lexus RC 2021 350 F Sport,3.5,6,314,230,lexus,oman,4,65000.0
Mercedes-Benz E-Class Cabriolet 2021 E 250,2.0,4,211,245,mercedes-benz,oman,4,65182.0
